video_clip_id,target_clip_ids,video_clip_narration,target_clip_narration,instruction,modified_captions
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461,"['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1365_1374', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1305_1314', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1282_1291', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1467_1476', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1353_1362', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1412_1421', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1214_1223', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1379_1388', '3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1434_1442']",#C C untangles the yarn with her hand,#C C rolls the yarn with her left index finger,Roll it with the finger.," #C C rolls the yarn with her right index"
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1467_1476,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls the yarn with her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the yarn."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1353_1362,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls a yarn around her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the yarn."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1412_1421,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls the yarn with her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the yarn with her hands"
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1214_1223,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls a yarn around her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the yarn."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1379_1388,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls the yarn with her left index finger,#C C untangles the yarn with her hand,Untangle it instead.," #C C untangles the yarn."
3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1434_1442,['3cabe3f6-fdf2-4471-8156-72ed546cd1ff_1452_1461'],#C C rolls the yarn with her left index finger,#C C untangles the yarn with her hand,Untangle it.," #C C untangles the yarn with her hands"
1dcc108c-8bd4-42ad-b2c5-03662be62eda_3872_3881,['1dcc108c-8bd4-42ad-b2c5-03662be62eda_3419_3428'],#C C picks a hose hanging with his right hand,#C C picks up the white stool with his left hand.,Pick up the stool with the other hand.," #C C picks a stool with his left hand"
1dcc108c-8bd4-42ad-b2c5-03662be62eda_3419_3428,['1dcc108c-8bd4-42ad-b2c5-03662be62eda_3872_3881'],#C C picks up the white stool with his left hand.,#C C picks a hose hanging with his right hand,Pick the hose with the other hand.," #C C picks a hose with his left hand."
b8952ddf-dd75-4d30-99f2-4e93a286abda_1475_1484,['b8952ddf-dd75-4d30-99f2-4e93a286abda_1308_1317'],#C C cleans a surface,#C C puts a toaster on a surface,Place the object on it.," #C C places an object on the kitchen counter"
b8952ddf-dd75-4d30-99f2-4e93a286abda_1308_1317,['b8952ddf-dd75-4d30-99f2-4e93a286abda_1475_1484'],#C C puts a toaster on a surface,#C C cleans a surface,Clean the surface.," #C C cleans the kitchen surface."
8681962d-9eef-482c-bed3-30c26cb75c3a_49_58,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C walks on the grass,#C C stands on the grass,Stand still.," #C C stands still with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_49_58,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C walks on the grass,#C C stands on the pavement,Stand on the pavement instead.," #C C stands on the pavement."
8681962d-9eef-482c-bed3-30c26cb75c3a_49_58,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C walks on the grass,#C C looks around the tarmac road,Look around on the road.," #C C looks around on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_49_58,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C walks on the grass,#C C stands on the tarmac road,Stand on the road instead.," #C C stands on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_49_58,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C walks on the grass,#C C walks on the pavement,Walk on the pavement instead.," #C C walks the dog on the pavement"
8681962d-9eef-482c-bed3-30c26cb75c3a_49_58,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C walks on the grass,#C C walks on the tarmac road,Walk on the road instead.," #C C walks with dog on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_212_221,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C looks around the tarmac road,#C C walks on the grass,Walk on it instead.," #C C walks on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_212_221,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C looks around the tarmac road,#C C stands on the pavement,Stand on the pavement instead.," #C C stands on the pavement."
8681962d-9eef-482c-bed3-30c26cb75c3a_212_221,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C looks around the tarmac road,#C C stands on the grass,Move to the grass.," #C C walks the dog on the grass"
8681962d-9eef-482c-bed3-30c26cb75c3a_212_221,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C looks around the tarmac road,#C C stands on the tarmac road,Stand still.," #C C stands still near the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_212_221,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C looks around the tarmac road,#C C walks on the pavement,Walk instead.," #C C walks."
8681962d-9eef-482c-bed3-30c26cb75c3a_212_221,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C looks around the tarmac road,#C C walks on the tarmac road,Walk instead.," #C C walks on the road"
8681962d-9eef-482c-bed3-30c26cb75c3a_74_83,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C stands on the pavement,#C C walks on the grass,Walk on the grass instead.," #C C walks the dog on the grass with a leash."
8681962d-9eef-482c-bed3-30c26cb75c3a_74_83,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C stands on the pavement,#C C stands on the grass,Move to the grass.," #C C moves to the grass with the dog leash in her left hand."
8681962d-9eef-482c-bed3-30c26cb75c3a_74_83,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C stands on the pavement,#C C looks around the tarmac road,Look around instead.," #C C looks around with the dog leash in his left hand."
8681962d-9eef-482c-bed3-30c26cb75c3a_74_83,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C stands on the pavement,#C C stands on the tarmac road,Move to the road.," #C C moves onto the road with the dog"
8681962d-9eef-482c-bed3-30c26cb75c3a_74_83,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C stands on the pavement,#C C walks on the pavement,Walk instead.," #C C walks the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_74_83,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C stands on the pavement,#C C walks on the tarmac road,Walk on the road.," #C C walks on the road with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_126_135,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C looks around the tarmac road,#C C walks on the grass,Walk on it instead.," #C C walks the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_126_135,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C looks around the tarmac road,#C C stands on the pavement,Stand on the pavement instead.," #C C stands on the pavement with a dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_126_135,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C looks around the tarmac road,#C C stands on the grass,Move to the grass.," #C C walks the dog on the grass"
8681962d-9eef-482c-bed3-30c26cb75c3a_126_135,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C looks around the tarmac road,#C C stands on the tarmac road,Stand still.," #C C stands still on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_126_135,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C looks around the tarmac road,#C C walks on the tarmac road,Walk instead.," #C C walks towards the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_20_29,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C stands on the grass,#C C walks on the grass,Walk instead.," #C C walks on the road"
8681962d-9eef-482c-bed3-30c26cb75c3a_20_29,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C stands on the grass,#C C stands on the pavement,Stand on the pavement instead.," #C C stands on the pavement with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_20_29,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C stands on the grass,#C C looks around the tarmac road,Look around the road.," #C C looks around the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_20_29,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C stands on the grass,#C C stands on the tarmac road,Stand on the tarmac instead.," #C C stands on the tarmac."
8681962d-9eef-482c-bed3-30c26cb75c3a_20_29,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C stands on the grass,#C C walks on the pavement,Walk on the pavement instead.," #C C walks on the pavement"
8681962d-9eef-482c-bed3-30c26cb75c3a_20_29,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C stands on the grass,#C C walks on the tarmac road,Walk on the road instead.," #C C walks on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_245_254,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C stands on the tarmac road,#C C walks on the grass,Walk on the grass instead.," #C C walks on the grass with the dog"
8681962d-9eef-482c-bed3-30c26cb75c3a_245_254,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C stands on the tarmac road,#C C stands on the grass,Stand on the grass instead.," #C C stands on the grass with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_245_254,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C stands on the tarmac road,#C C stands on the pavement,Move to the pavement.," #C C walks the dog on the pavement with his left hand."
8681962d-9eef-482c-bed3-30c26cb75c3a_245_254,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C stands on the tarmac road,#C C looks around the tarmac road,Look around.," #C C looks around while walking the dog on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_245_254,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C stands on the tarmac road,#C C walks on the pavement,Walk on the pavement instead.," #C C walks on the pavement holding the leash."
8681962d-9eef-482c-bed3-30c26cb75c3a_245_254,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C stands on the tarmac road,#C C walks on the tarmac road,Walk instead.," #C C walks."
8681962d-9eef-482c-bed3-30c26cb75c3a_151_160,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C looks around the tarmac road,#C C walks on the grass,Walk on it instead.," #C C walks on the sidewalk"
8681962d-9eef-482c-bed3-30c26cb75c3a_151_160,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C looks around the tarmac road,#C C stands on the pavement,Stand on the pavement instead.," #C C stands on the pavement with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_151_160,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C looks around the tarmac road,#C C stands on the grass,Stand on the grass instead.," #C C stands on the grass with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_151_160,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C looks around the tarmac road,#C C stands on the tarmac road,Just stand.," #C C stands with the dog on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_151_160,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C looks around the tarmac road,#C C walks on the pavement,Walk instead.," #C C walks on the sidewalk"
8681962d-9eef-482c-bed3-30c26cb75c3a_151_160,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C looks around the tarmac road,#C C walks on the tarmac road,Walk instead.," #C C walks."
8681962d-9eef-482c-bed3-30c26cb75c3a_57_66,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C walks on the pavement,#C C walks on the grass,Walk on the grass.," #C C walks on the grass with his right hand raised."
8681962d-9eef-482c-bed3-30c26cb75c3a_57_66,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C walks on the pavement,#C C stands on the grass,Stand on the grass instead.," #C C stands on the grass."
8681962d-9eef-482c-bed3-30c26cb75c3a_57_66,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C walks on the pavement,#C C stands on the pavement,Stand still.," #C C stands still."
8681962d-9eef-482c-bed3-30c26cb75c3a_57_66,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C walks on the pavement,#C C looks around the tarmac road,Look around instead.," #C C looks around while on the road with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_57_66,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C walks on the pavement,#C C stands on the tarmac road,Stand still on the road.," #C C stands still on the road with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_57_66,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C walks on the pavement,#C C walks on the tarmac road,Walk on the road instead.," #C C walks on the road."
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C walks on the tarmac road,#C C walks on the grass,Walk on the grass instead.," #C C walks the dog on the grass"
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C walks on the tarmac road,#C C stands on the grass,Stand on the grass instead.," #C C stands on the grass."
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C walks on the tarmac road,#C C stands on the pavement,Stand still on the pavement.," #C C stands still on the pavement with the leash in his right hand."
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C walks on the tarmac road,#C C looks around the tarmac road,Look around instead.," #C C looks around."
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C walks on the tarmac road,#C C stands on the tarmac road,Stand still instead.," #C C stands with the dog on the road"
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C walks on the tarmac road,#C C walks on the pavement,Walk on the pavement instead.," #C C walks the dog on the pavement"
8681962d-9eef-482c-bed3-30c26cb75c3a_94_103,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C walks on the tarmac road,#C C walks on the tarmac road,No change needed.," #C C walks the dog"
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,['8681962d-9eef-482c-bed3-30c26cb75c3a_49_58'],#C C looks around the tarmac road,#C C walks on the grass,Walk on the grass.," #C C walks with the dog on the grass."
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,['8681962d-9eef-482c-bed3-30c26cb75c3a_20_29'],#C C looks around the tarmac road,#C C stands on the grass,Move onto the grass.," #C C walks on the grass"
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,['8681962d-9eef-482c-bed3-30c26cb75c3a_74_83'],#C C looks around the tarmac road,#C C stands on the pavement,Stand on the pavement instead.," #C C stands on the pavement with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,"['8681962d-9eef-482c-bed3-30c26cb75c3a_212_221', '8681962d-9eef-482c-bed3-30c26cb75c3a_126_135', '8681962d-9eef-482c-bed3-30c26cb75c3a_151_160', '8681962d-9eef-482c-bed3-30c26cb75c3a_231_240']",#C C looks around the tarmac road,#C C looks around the tarmac road,No change needed.," #C C stands on the road"
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,['8681962d-9eef-482c-bed3-30c26cb75c3a_245_254'],#C C looks around the tarmac road,#C C stands on the tarmac road,Stand still.," #C C stands with the dog."
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,['8681962d-9eef-482c-bed3-30c26cb75c3a_57_66'],#C C looks around the tarmac road,#C C walks on the pavement,Walk instead.," #C C walks"
8681962d-9eef-482c-bed3-30c26cb75c3a_231_240,['8681962d-9eef-482c-bed3-30c26cb75c3a_94_103'],#C C looks around the tarmac road,#C C walks on the tarmac road,Walk instead.," #C C walks on the road."
eb628b6d-001d-48ab-90ed-730e47f299b9_151_160,['eb628b6d-001d-48ab-90ed-730e47f299b9_282_291'],#C C opens the tool box,#C C picks socket on the tools,Pick up the socket.," #C C picks up the socket."
eb628b6d-001d-48ab-90ed-730e47f299b9_201_210,"['eb628b6d-001d-48ab-90ed-730e47f299b9_181_190', 'eb628b6d-001d-48ab-90ed-730e47f299b9_244_253']",#C C sticks work light to the bumper,#C C picks the work light from the car wheel,Remove it from the wheel.," #C C removes the torch from the wheel."
eb628b6d-001d-48ab-90ed-730e47f299b9_120_129,"['eb628b6d-001d-48ab-90ed-730e47f299b9_181_190', 'eb628b6d-001d-48ab-90ed-730e47f299b9_244_253']",#C C places drill on the tool box,#C C picks the work light from the car wheel,Pick up the work light instead.," #C C picks up the work light in the garage."
eb628b6d-001d-48ab-90ed-730e47f299b9_244_253,['eb628b6d-001d-48ab-90ed-730e47f299b9_120_129'],#C C takes the work light,#C C places drill on the tool box,Place the drill instead.," #C C places the drill on the"
eb628b6d-001d-48ab-90ed-730e47f299b9_244_253,['eb628b6d-001d-48ab-90ed-730e47f299b9_201_210'],#C C takes the work light,#C C sticks work light to the bumper,Stick it to the bumper.," #C C sticks the flashlight to the bumper."
eb628b6d-001d-48ab-90ed-730e47f299b9_282_291,"['eb628b6d-001d-48ab-90ed-730e47f299b9_151_160', 'eb628b6d-001d-48ab-90ed-730e47f299b9_17_26']",#C C picks socket on the tools,#C C opens the tool box,Open the toolbox instead.," #C C opens the toolbox."
eb628b6d-001d-48ab-90ed-730e47f299b9_181_190,['eb628b6d-001d-48ab-90ed-730e47f299b9_120_129'],#C C picks the work light from the car wheel,#C C places drill on the tool box,Place the drill instead.," #C C places the drill."
